Palabra;Lexema;Tristeza;Miedo;Alegria;Ira;Asco
ibérica;iber;1,4;2,9;1,15;1,1;1,1
iberoamericano;iberoamerican;1,11;2,05;1,11;1,1;1,05
iceberg;iceberg;1,3;2,3;2,1;1,05;1,25
icono;icon;1,15;2;1,05;1,05;1,25
iconografía;iconograf;1,05;1,94;1,28;1,44;1,39
ida;ida;2;2,45;1,85;1,45;1,15
idea;ide;1,3;1,57;3,67;1,3;1,07
ideal;ideal;1,33;1,4;4,13;1,33;1,2
idealismo;ideal;2,13;2,07;2,13;2;1,73
idealista;ideal;1,15;3,25;1,1;1,5;1,4
idear;ide;1,35;2,9;1,4;1,1;1,15
ideario;ideari;1,24;2,12;1,37;1,13;1,33
ídem;idem;1,16;2,94;1,12;1,18;1,05
idéntico;ident;1,25;1,8;1,65;1,5;1,2
identidad;ident;1,4;1,83;2,9;1,2;1,03
identificable;identific;1,35;2,45;1,25;1,4;1,45
identificación;identif;1,5;2,2;1,3;1,05;1,3
identificar;identific;1,25;2,4;1,25;1,35;1,15
ideología;ideolog;1,6;2,3;2,1;1,9;1,4
ideológica;ideolog;1,45;1,75;1,6;1,5;1,65
ideólogo;ideolog;1,16;1,78;1,6;1,35;1,3
idilio;idili;1,38;2,67;1,29;1,59;1,39
idioma;idiom;1;2,8;1,3;1,35;1,15
idiosincrasia;idiosincrasi;1,4;1,9;1,44;1,43;1,46
idiota;idiot;2,5;1,8;1,2;2,9;2,17
idolatría;idolatr;1,65;2,44;2;2,4;1,95
ídolo;idol;1,37;1,27;3,43;1,53;1,07
idoneidad;idon;1,05;2,8;1,12;1,05;1,2
idóneo;idone;1,1;3,37;1,2;1,2;1,05
iglesia;iglesi;1,79;1,55;1,72;1,79;2,1
iglú;iglu;1,3;1,9;1,5;1,05;1,1
ignorancia;ignor;3,5;2,9;1,27;2,8;2,27
ignorante;ignor;3,15;1,15;1,7;2,8;2,2
ignorar;ignor;2,8;1,5;2,3;3,5;2,35
igual;igual;1,67;1,53;2,23;1,5;1,43
iguala;igual;1,29;1,78;1,05;1,35;1,44
igualar;igual;1,48;1,38;1,93;1,41;1,24
igualdad;iguald;1,55;4,32;1,05;1,2;1
igualitario;igualitari;1,1;3,4;1,25;1,1;1,15
iguana;iguan;1,1;1,97;1,77;1,07;2
ilegalidad;ilegal;2,45;1,65;3,1;3,35;3,05
ilegalización;ilegaliz;2,8;1,5;2,85;2,55;2,1
ilegalizada;ilegaliz;2,2;1,3;2,8;2,9;2,3
ilegalizar;ilegaliz;2,5;1,3;2,6;3;2,8
ilegítimo;ilegitim;2,7;1,35;1,95;2,4;1,5
ileso;iles;1,25;2,9;1,25;1,05;1,33
ilícito;ilicit;2,11;1,4;2,32;2,28;1,95
iluminación;ilumin;1;3,6;1,25;1,25;1,05
iluminar;ilumin;1,05;3,55;1,15;1,25;1,15
ilusión;ilusion;1,13;1,53;4,47;1,2;1,13
ilusionado;ilusion;1,23;1,6;4,4;1,07;1,13
ilusionar;ilusion;1,3;2,03;4,4;1,27;1,13
ilusorio;ilusori;1,76;2,37;1,83;1,58;1,39
ilustración;ilustr;1,2;3,15;1,1;1;1,05
ilustrador;ilustr;1,1;2,4;1,25;1;1,1
ilustrar;ilustr;1,05;2,55;1,15;1,15;1
ilustre;ilustr;1,3;2,35;1,3;1,3;1,35
imagen;imag;1,63;1,67;2,37;1,6;1,63
imaginable;imagin;1,15;2,9;1,2;1,2;1,15
imaginación;imagin;1,53;1,83;4,2;1,37;1,1
imaginar;imagin;1,93;2;3,83;1,6;1,5
imaginario;imaginari;1,35;3,45;1,5;1,3;1,25
imaginativa;imagin;1,15;3,1;1,1;1,05;1,05
imaginería;imagin;1,21;2,82;1,61;1,2;1,06
imán;iman;1,03;1,1;1,57;1,07;1,07
imbécil;imbecil;2,3;1,4;1,85;3,35;3,15
imitación;imit;2,05;2;1,65;2,65;1,9
imitar;imit;1,45;2,35;1,35;1,95;1,45
impaciencia;impacient;1,77;2,13;1,27;2,97;1,5
impaciente;impacient;2,25;1,6;1,8;2,85;1,85
impactante;impact;2,05;1,85;2,5;1,7;1,6
impactar;impact;2,5;2,1;2,6;1,8;1,35
impacto;impact;2,4;1,7;2,4;2,15;1,3
impar;impar;1,26;1,44;1,25;1,4;1,1
imparable;impar;1,05;3,35;1,6;1,7;1,05
imparcial;imparcial;1,4;1,3;1,5;1,5;1,33
imparcialidad;imparcial;1,85;1,75;2;2,2;2,16
impartir;impart;1,3;1,9;1,25;1,25;1,1
impasible;impas;2,12;1,44;1,95;2,33;1,95
impecable;impec;1,2;3,4;1,26;1,45;1,15
impedancia;imped;2,18;1,62;1;1,67;1,8
impedimento;impediment;3,1;1,25;2,9;3,45;2,4
impedir;imped;2,8;1,45;2,6;3,05;2,1
impenetrable;impenetr;2,05;1,65;1,47;2,35;1,5
impensable;impens;2,25;1,75;1,75;1,9;1,65
imperante;imper;1,65;2;1,64;1,94;2,19
imperar;imper;1,24;1,69;2;1,94;1,69
imperativo;imper;1,85;1,32;1,8;2,4;1,42
imperceptible;impercept;1,45;1,65;1,4;1,42;1,47
imperdonable;imperdon;3,55;1,1;2,35;3,55;2,15
imperfección;imperfeccion;2,15;2,2;2,1;1,95;1,65
imperfecto;imperfect;1,9;1,9;1,8;1,8;1,45
imperial;imperial;1,79;1,9;2,15;1,8;1,7
imperialismo;imperial;1,65;1,32;2,61;2,25;2,1
imperialista;imperial;2,6;1,3;2,42;2,3;2,83
imperio;imperi;1,65;2,05;2,45;1,8;1,55
imperiosa;imperi;1,21;1,61;1,47;1,35;1,15
impermeable;imperm;1,1;1,13;1,6;1,03;1,17
impersonal;impersonal;1,65;1,2;1,3;1,8;1,55
impertinente;impertinent;2,65;1,2;2,05;3,85;3,2
imperturbable;imperturb;1,63;1,8;1,65;1,35;1,26
ímpetu;impetu;1,25;2,8;1,37;1,21;1
impetuoso;impetu;1,21;1,68;1,28;2,17;1,28
impiedad;impied;3,42;1,06;2,71;3,17;2,05
implacable;implac;1,55;1,68;2,15;1,9;1,2
implantación;implant;1,9;1,45;2;1,95;1,95
implantar;implant;1,38;2,07;1,52;1,79;1,66
implante;implant;1,7;1,65;2,95;1,5;2,4
implementación;implement;1,4;2,25;1,13;1,75;1,53
implementar;implement;1,17;1,75;1,37;1,24;1,37
implicación;implic;1,3;2,95;1,6;1,45;1,45
implicar;implic;1,65;2,15;1,8;1,6;1,4
implícita;implicit;1,1;2,11;1,3;1,15;1,05
implorar;implor;2,6;1,18;1,7;1,95;1,58
imponente;imponent;1,95;1,55;2,6;2,25;1,74
imponer;impon;2,97;2,7;1,1;3,57;2,63
imponible;impon;1,74;1,5;1,61;2,53;1,89
impopular;impopul;2,25;1,44;1,8;1,4;1,35
importación;import;1,27;1,43;1,93;1,27;1,17
importancia;import;1,35;2,25;1,55;1,6;1
importante;import;1,45;3;1,95;1,35;1,05
importantísimo;importantisim;1,2;2,2;1,65;1,5;1,15
importar;import;1,5;2,35;1,95;1,55;1,15
importe;import;1,47;1,6;1,6;2,4;1,6
importuno;importun;2,06;1;1,95;2,32;2,37
imposibilidad;imposibil;3,7;3,3;1,2;3,13;1,93
imposible;impos;3,65;1,2;1,95;3,1;1,89
imposición;imposicion;2,4;1,3;2,25;3,3;2,95
impositivo;imposit;2,37;1,26;2,22;2,44;1,72
impostor;impostor;2,75;1,2;2,95;3,8;3,25
impotencia;impotent;3,37;2,67;1,03;3,6;1,57
impotente;impotent;2,8;2,23;1,1;3,03;1,53
impreciso;imprecis;2;1,3;2,15;2,9;1,7
impredecible;impredec;1,7;2,1;2,5;2,3;1,5
impregnar;impregn;1,6;2,35;1,6;1,6;1,95
imprenta;imprent;1,2;1,7;1,3;1,4;1,25
imprescindible;imprescind;1,8;2,75;1,7;1,55;1,25
impresión;impresion;1,5;2,2;1,55;1,4;1,1
impresionado;impresion;1,37;1,8;3,2;1,23;1,13
impresionante;impresion;1,15;3,5;1,35;1,05;1,1
impresionar;impresion;1,5;3,45;1,3;1,6;1,5
impresionismo;impresion;1,26;2,26;1,1;1,47;1,25
impresionista;impresion;1,25;2,55;1,42;1,28;1,25
impresor;impresor;1,1;1,85;1,17;1,42;1,11
impresora;impresor;1,23;1,13;1,2;1,7;1,17
imprevisible;imprevis;1,4;2,7;1,95;1,7;1,42
imprevisto;imprevist;2,5;1,35;2,3;2,65;1,6
imprimir;imprim;1,21;1,17;1,41;1,21;1,14
improbable;improb;2,45;1,65;1,75;1,9;1,55
improcedencia;improcedent;1,89;1,59;2;2,17;1,5
improcedente;improcedent;1,88;1,35;1,89;2,95;1,78
impronta;impront;1,17;2;1,44;1,47;1,43
impropio;impropi;2,05;1,25;1,7;2,15;2,1
improvisación;improvis;1,35;2,4;2,55;1,25;1,05
improvisar;improvis;1,15;2,8;2,21;1,2;1,15
improviso;improvis;1,2;2,1;1,55;1,89;1,15
imprudencia;imprudent;3,35;1,25;2,7;3,1;1,6
imprudente;imprudent;2,27;3,57;1,4;2,67;2
impuesto;impuest;2,67;2,53;1,17;3,17;2,9
impugnación;impugn;2,3;1,67;2;2,42;2,15
impugnar;impugn;2,22;1,16;1,9;2,45;1,84
impulsar;impuls;1,35;2,85;1,45;1,55;1,15
impulso;impuls;1,25;2,65;1,9;2,2;1,3
impulsor;impulsor;1,4;2,45;1,75;2;1,45
impune;impun;2,25;1,5;2,65;2,74;2
impunidad;impun;2;1,95;2,47;2,5;2,74
impureza;impurez;2,07;1,87;1,27;1,7;2,53
impuro;impur;1,95;1,6;1,8;2,3;2
imputación;imput;2,8;1,16;2,58;3,15;2,42
imputar;imput;2,25;1,3;2,45;2,7;2,1
inacabada;inacab;2,3;1,1;2,45;2,8;2,05
inaccesible;inacces;2,35;1,3;2,65;3,5;2,05
inacción;inaccion;1,93;1,41;1,76;2,33;2,05
inaceptable;inacept;2,8;1,37;2,05;3;2
inactividad;inact;3,1;1,25;1,95;2,5;1,63
inactivo;inact;2,25;1,35;1,6;1,95;1,9
inadecuada;inadecu;2,3;1,3;2,35;2,75;2,05
inadmisibilidad;inadmisibil;3,15;1,32;2,3;2,55;1,8
inadmisible;inadmis;2,25;1,11;2,75;3,05;2,15
inagotable;inagot;1,25;2,9;1,35;1,9;1,35
inalcanzable;inalcanz;3,05;1,25;2,4;3,15;1,7
inalienable;inalien;1,46;1,63;1,43;2,22;1,33
inalterable;inalter;1,75;2;1,9;2,05;1,4
inamovible;inamov;2,9;1,65;2;1,95;1,75
inanición;inanicion;2,83;1,06;3,21;2,46;2,64
inapreciable;inapreci;2,55;1,25;1,25;1,85;1,8
inapropiado;inapropi;2,4;1,6;2;2,75;2,2
inaudito;inaudit;1,63;1,65;1,55;2,11;1,53
inauguración;inaugur;1;3,05;1,2;1,15;1,25
inaugural;inaugural;1,05;1,85;1,11;1,37;1,11
inaugurar;inaugur;1,2;3,25;1,55;1,05;1
inca;inca;1,24;1,77;1,29;1,33;1,12
incalculable;incalcul;1,45;2,35;1,55;1,8;1,75
incandescente;incandescent;1,72;1,32;1,59;1,25;1,22
incansable;incans;1,6;2,55;1,3;1,8;1,4
incapacidad;incapac;3,83;3,63;1,03;2,6;1,8
incapaz;incapaz;3,43;2,8;1,03;3,3;1,67
incendiar;incendi;3,86;4,31;1;3,69;2,14
incendio;incendi;3,4;4,1;1;2,4;1,2
incentivar;incentiv;1,15;2,37;1,75;1,53;1,7
incentivo;incent;1,07;1,07;3,5;1,18;1,07
incertidumbre;incertidumbr;2,95;1,4;3,15;3,65;2
incesante;inces;2,25;1,42;1,72;2,05;1,83
incesto;incest;3,78;1,11;2,8;3,26;2,67
incidencia;incident;2,2;1,25;2,6;2,25;2,2
incidental;incidental;1,67;1,41;2;1,72;1,95
incidente;incident;3,45;1,2;2,85;2,63;2
incidir;incid;1,53;1,63;1,32;1,68;1,45
incienso;inciens;1,45;2,95;1,3;1,15;1,75
incierto;inciert;2,75;1,35;2,55;2,15;1,85
incineración;inciner;4,05;1;3,2;2;2,2
incipiente;incipient;1,54;1,31;1,29;1,33;1,44
incitación;incit;1,65;1,95;2,1;2,4;2,2
incitar;incit;1,7;2,5;1,9;2,4;2,15
inclinación;inclin;1,95;1,65;1,4;2,05;1,32
inclinar;inclin;1,45;1,95;1,3;1,5;1,15
incluir;inclu;1,05;2,7;1,1;1,15;1,1
inclusión;inclusion;1,6;2,61;1,55;1,71;1,47
inclusive;inclusiv;1,29;2,05;1;1,7;1,05
incluso;inclus;1,2;1,74;1,1;1,3;1,1
incógnita;incognit;1,8;1,95;2,7;2,35;1,55
incoherencia;incoherent;2,15;1,3;1,75;3;2
incoherente;incoherent;2,05;1,25;2;3,05;1,85
incomodidad;incomod;2,43;2,4;1,13;2,5;2,1
incómodo;incomod;2,25;1,3;2,4;2,7;2,3
incomparable;incompar;1,4;2,7;1,35;1,7;1,32
incompatibilidad;incompatibil;2,85;1,35;2,85;2,45;2,2
incompatible;incompat;2,9;1,15;1,75;2,6;1,6
incompetencia;incompetent;2,25;1,1;2,4;3,25;2,2
incompetente;incompetent;3,6;1,1;2,45;3,15;2,2
incompleta;incomplet;2,6;1,35;2,15;2,1;1,65
incomprensible;incomprens;2,7;1,65;2,45;2,5;1,95
incomprensión;incomprension;3,3;1;2,3;3,35;2,15
incomunicación;incomun;3,15;1,1;2,3;2,6;2,05
inconcebible;inconceb;2,45;1,2;2,45;2,55;2,45
inconclusa;inconclus;1,89;1,44;2,06;2,47;1,44
incondicional;incondicional;1,55;2,95;1,3;1,4;1,05
inconfundible;inconfund;1;2,8;1,3;1,1;1,15
incongruencia;incongruent;1,95;1,2;2;3,05;1,84
inconmensurable;inconmensur;1,33;1,38;1,56;1,31;1,44
inconsciencia;inconscient;2,75;1,65;2,4;2,3;1,75
inconsciente;inconscient;2,27;2,63;1,33;1,9;1,63
inconstitucional;inconstitucional;2,06;1,7;2,05;2,35;2,05
inconstitucionalidad;inconstitucional;2,68;1,75;2,05;2,2;1,9
incontenible;inconten;1,45;1,45;1,7;2,15;1,5
incontestable;incontest;2,4;1,5;1,9;2,9;1,95
incontrastable;incontrast;1,95;1,15;1,5;1,79;1,45
incontrolable;incontrol;2,7;1,5;2,9;2,85;1,75
incontrolada;incontrol;2,6;1,95;2,65;2,6;1,75
inconveniente;inconvenient;2,5;1,15;2,2;3,1;2,05
incordio;incordi;1,37;1,2;1;2,77;1,63
incorporación;incorpor;1,05;2,2;2;1,4;1,25
incorporar;incorpor;1,35;2,7;1,05;1,5;1,15
incorrecto;incorrect;2,6;1,1;2,35;2,25;1,55
incredulidad;incredul;1,75;1,7;1,5;2,1;2
incrédulo;incredul;2,6;1,5;1,75;2,7;1,9
increíble;increibl;1,4;3,55;1,45;1,35;1
incrementar;increment;1,2;2,4;1,2;1,5;1,15
incremento;increment;1,53;1,8;2,23;1,6;1,27
increpar;increp;2,22;2,43;1,09;3,52;2,04
incubación;incub;1,89;2,1;2;1,37;2,16
incuestionable;incuestion;1,7;1,85;2,2;2,4;1,8
inculcar;inculc;1,79;2;2,2;1,7;1,95
inculto;incult;3,24;1,97;1,07;1,97;1,66
incumbir;incumb;1,4;1,63;1,88;2;1,94
incumplimiento;incumpl;2,85;1,3;2,85;3,2;2,1
incumplir;incumpl;2,5;1,5;2,1;3,55;1,9
incurable;incur;4,4;4,4;1,13;3,2;2,27
incurrir;incurr;2,26;1,32;1,94;1,69;1,42
incursión;incursion;1,47;1,33;1,58;2;1,69
indagación;indag;1,56;1,79;1,9;1,9;1,26
indagar;indag;1,58;2,32;1,45;1,85;1,3
indebida;indeb;2,55;1,16;2,05;2,4;2,3
indecente;indecent;2,75;1,35;2,84;3,25;3
indecible;indec;1,94;1,38;1,68;2;1,58
indecisión;indecision;2,4;3,03;1,23;2,37;1,57
indeciso;indecis;2;1,4;1,95;2,3;1,75
indefensión;indefension;3,35;1,35;3,6;3,35;2,22
indefenso;indefens;3,23;3,27;1,17;2,07;1,4
indefinible;indefin;1,7;1,65;2;2,05;1,2
indefinido;indefin;1,37;2,2;2,58;2,1;1,45
indemne;indemn;1,38;2,07;1,58;1,93;1,33
indemnización;indemniz;1,75;2,85;1,7;1,95;1,65
indemnizar;indemniz;2,05;2,2;1,55;1,42;1,6
independencia;independent;1,55;3,65;1,85;1,55;1,65
independentista;independent;1,75;2,15;1,63;2;1,9
independiente;independient;1,7;3,8;1,7;1,2;1,25
independizar;independiz;2,1;3,3;2,25;1,55;1,45
indescriptible;indescript;1,55;2,85;1,4;1,85;1,32
indeseable;indes;2,95;1;2,7;3,65;3,15
indestructible;indestruct;1,35;2,35;1,9;1,65;1,15
indeterminado;indetermin;1,8;1,2;1,75;2;1,25
india;indi;1,7;1,95;1,15;1,25;1,45
indicación;indic;1,47;2,25;1,2;1,4;1,1
indicador;indic;1,1;2;1,3;1,4;1,05
indicar;indic;1,15;1,65;1,2;1,15;1,2
índice;indic;1,25;1,5;1,05;1,15;1,05
indicio;indici;1,57;2,37;1,77;1,5;1,27
indiferencia;indiferent;2,5;1,45;2,05;2,45;1,85
indiferente;indiferent;1,9;1,63;1,27;1,8;1,4
indígena;indigen;2,1;1,7;1,75;1,35;1,2
indigencia;indigent;3,42;1,06;2,8;2;2,3
indigna;indign;2,65;1,16;1,95;3,1;2,5
indignación;indign;2,6;1,25;1,8;2,95;2,2
indigno;indign;2,95;1,25;2,4;3,2;2,75
indio;indi;1,2;1,13;2;1,1;1,17
indirecta;indirect;1,65;2;1,95;2,25;2,15
indirecto;indirect;1,4;1,5;1,8;2,2;1,85
indiscreta;indiscret;1,5;1,55;1,65;2;1,95
indiscriminada;indiscrimin;1,95;2,05;1,85;2,3;1,55
indiscutible;indiscut;2,6;1,8;1,95;2,1;2
indispensable;indispens;1,65;2,25;1,5;1,5;1,2
individualidad;individual;2;2,1;1,2;1,55;1,4
individualismo;individual;2,15;1,85;1,7;2,3;1,95
individualista;individual;1,8;1,85;1,65;2,2;1,6
individuo;individu;1,45;2,1;1,6;1,39;1,1
indivisible;indivis;2,1;1,85;1,7;1,7;1,55
índole;indol;1,37;2,05;1,13;1,56;1,35
indolencia;indolent;1,53;2;1,47;1,5;1,17
indolente;indolent;2;1,12;1,5;1,63;1,2
indomable;indom;1,9;2,15;2,05;2,45;1,3
indonesia;indonesi;1,6;2,32;1,5;1,1;1,05
inducción;induccion;1,65;1,3;1,9;1,26;1,45
inducir;induc;1,65;1,5;1,7;1,85;1,9
indudable;indud;1,47;2,68;1,4;1,3;1,3
indulgencia;indulgent;1,79;1,72;1,89;2,11;1,71
indulgente;indulgent;2,22;2,06;1,6;2,17;1,61
indulto;indult;2,11;1,84;2,39;2,6;1,94
indumentaria;indumentari;1,3;1,85;1,11;1,4;1,55
industria;industri;1,93;2,1;1,83;2,17;2,2
industriales;industrial;1,5;1,9;1,35;1,8;2,3
industrialización;industrializ;1,8;1,65;1,95;1,8;2,4
inédito;inedit;1,32;2,9;1,6;1,35;1,05
ineficacia;ineficaci;2,75;1,15;2,3;2,95;2,26
ineficaz;ineficaz;3,05;1,1;2;2,9;1,95
ineficiente;ineficient;3,4;1,05;1,95;3,3;2
ineludible;inelud;1,76;1,19;2,11;2;1,39
inequívoca;inequivoc;1,3;2,15;1,2;1,45;1,3
inercia;inerci;1,26;1,75;1,5;1,37;1,4
inercial;inercial;1,17;1,11;1,19;1,5;1,27
inerte;inert;2,15;1,16;2,58;1,78;2,2
inesperado;inesper;1,4;2,75;2,35;1,95;1,3
inestabilidad;inest;3,3;1,15;2,95;2,8;1,95
inestable;inest;3,05;1,2;2,95;3;2,15
inestimable;inestim;1,84;1,63;1,25;1,5;1,65
inevitable;inevit;3;1,7;2,5;2,3;1,45
inexistencia;inexistent;3,2;1,2;2,95;2,05;1,6
inexistente;inexistent;2,7;1,4;2,1;1,95;1,25
inexorable;inexor;1,89;2,06;1,77;1,79;1,71
inexperiencia;inexperient;2,55;1,55;2,55;2,7;1,32
inexperta;inexpert;1,8;1,6;2,05;1,85;1,8
inexplicable;inexplic;2,1;1,9;2,3;2,2;1,55
inexpugnable;inexpugn;2;1,13;2,06;2,23;1,94
infalible;infal;1,25;3,3;1,21;1,15;1,2
infame;infam;2,63;1,47;2,75;2,6;2,33
infamia;infami;3,1;1,13;2,67;3,22;2,58
infancia;infanci;1,53;1,43;4,4;1,2;1
infanta;infant;1,53;1,2;1,47;2;1,73
infante;infant;1,4;2,84;1,25;1,35;1,55
infantería;infant;1,75;1,89;2;2,2;1,58
infanticidio;infanticidi;4,13;1,16;3,5;3,53;4,16
infarto;infart;3,37;4,47;1;1,77;1,33
infatigable;infatig;1,2;2,7;1,21;1,47;1,2
infección;infeccion;2,4;3,33;1,03;1,77;3,07
infectar;infect;2,8;3,9;1,03;2,3;3,7
infelicidad;infel;4,45;1,05;3,9;3,25;3,4
infeliz;infeliz;4,57;2,8;1;2,27;1,43
inferencia;inferent;2,18;1,56;1,5;1,67;1,4
inferior;inferior;3,47;2,77;1,13;2,3;1,63
inferioridad;inferior;3,7;3,2;1,07;3,03;2,33
inferir;infer;1,58;1,84;1,4;1,6;1,18
infernal;infernal;3,25;1,35;3,4;2,95;2,55
infidelidad;infidel;4,37;3,17;1;3,97;3,3
infiel;infiel;3,6;2,7;1,13;3,97;3,23
infierno;infiern;2,41;3,52;1;2,69;2,14
infiltración;infiltr;1,95;1,55;2,32;2,25;1,7
ínfima;infim;1,82;1,53;1,33;1,44;1,5
infinidad;infin;1,25;3,37;1,9;1,2;1,1
infinita;infinit;1,35;3,4;1,5;1,25;1,35
infinito;infinit;1,67;2,8;2,2;1,4;1,13
infinitud;infinitud;1,55;2,4;1,56;1,37;1,2
inflación;inflacion;2,31;2,14;1,21;2,31;2
inflamable;inflam;1,65;1,45;3,65;2,2;1,75
inflamación;inflam;2,8;1,15;2,55;2,45;2,2
inflexible;inflex;2,45;1,4;1,65;2,4;2,4
inflexión;inflexion;1,25;1,7;1,65;1,55;1,45
inflorescencia;inflorescent;1,6;1,44;1,55;1,73;1,3
influencia;influenci;1,85;2,3;2;2;1,6
influir;influ;2,1;1,55;1,45;2,25;2,2
influjo;influj;1,63;1,42;1,67;1,24;1,65
influyente;influyent;1,45;2,55;2,05;2,3;1,6
información;inform;2,1;2,13;3,07;2,03;1,63
informal;informal;1,42;2,3;1,45;1,4;1,35
informar;inform;1,2;2,5;1,25;1,2;1
informática;informat;1,17;1,47;1,83;1,43;1,17
informático;informat;1,23;1,23;1,87;1,07;1,03
informativo;inform;1,65;2,2;1,55;1,45;1,2
informe;inform;1,63;2;1,37;1,77;1,63
infortunio;infortuni;3,53;1,42;2,59;2,5;2,11
infracción;infraccion;2,55;1,15;2,95;3,6;1,8
infraestructura;infraestructur;1,35;1,7;1,4;1,65;1,32
inframundo;inframund;2,9;1,6;2,85;2,05;1,95
infranqueable;infranqu;1,79;1,9;2,11;1,95;1,7
infrarrojo;infrarroj;1,26;1,8;1,65;1,5;1,15
infrecuente;infrecuent;1,6;1,9;1,42;1,28;1,25
infringir;infring;2,05;1,45;2,5;3;2,15
infundir;infund;1,42;2,17;1,7;1,84;1,55
infusión;infusion;1,25;2,75;1,1;1,15;1,85
ingeniera;ingen;1,55;1,85;1,3;1,45;1,45
ingeniería;ingeni;1,25;1,6;1,75;1,5;1,16
ingeniero;ingenier;1,37;1,37;2,1;1,27;1,2
ingenio;ingeni;1,23;1,53;3,87;1,23;1,13
ingenioso;ingeni;1,1;2,65;1,1;1,25;1,05
ingenua;ingenu;2,3;1,9;1,65;2,3;1,7
ingenuidad;ingenu;1,8;2;1,65;1,6;1,8
ingenuo;ingenu;2,05;1,6;1,8;2;1,5
ingerir;inger;1,3;1,95;1,6;1,55;1,85
ingesta;ingest;1,5;2,16;1,85;1,15;1,9
ingestión;ingestion;1,53;2,16;1,74;1,74;2
ingles;ingles;1,55;2,75;1,4;1,45;1,4
inglés;ingles;1,05;2,65;1,4;1,4;1,3
inglesa;ingles;1,3;2,45;1,25;1,05;1,05
ingratitud;ingratitud;3,35;1,05;1,84;3,4;2,95
ingrato;ingrat;2,79;1,1;2,1;3,3;2,7
ingrediente;ingredient;1,23;1,23;2,63;1,27;1,57
ingredientes;ingredient;1,15;2,8;1,25;1,1;1,3
ingresar;ingres;2,63;2,77;1,83;1,57;1,27
ingreso;ingres;2,03;2,37;2,77;1,23;1,37
inhabilitación;inhabilit;3,45;1,25;2,25;2,89;1,68
inhalación;inhal;1,55;1,9;2,35;1,4;1,58
inherente;inherent;1,29;1,4;1,74;1,5;1,25
inhibición;inhibicion;2,5;1,3;2,11;2,1;1,95
inhibir;inhib;2,58;1,45;1,9;1,65;1,61
inhumano;inhuman;3,6;1,35;2,8;3,2;2,55
iniciación;inici;1,3;2,75;1,65;1,6;1,05
iniciador;inici;1,05;2,1;1,3;1,2;1,2
inicial;inicial;1,1;1,75;1,15;1,25;1,3
iniciar;inici;1,05;2,35;1,3;1,15;1,05
iniciativa;inici;1;2,65;1,35;1,2;1,1
inicio;inici;1,4;2,55;1,5;1,2;1,05
inigualable;inigual;1,37;3,1;1,4;1,4;1,58
inimaginable;inimagin;2,2;2,1;1,4;1,55;1,32
inimitable;inimit;1;2,65;1,55;1,45;1,25
ininterrumpida;ininterrump;1,21;1,75;1,1;1,65;1,3
injuria;injuri;2,96;2,19;1,07;3,96;2,81
injuriar;injuri;3;2,64;1,04;3,71;2,43
injusticia;injustici;3,83;2,93;1,03;4,17;3,17
injustificada;injustific;2,5;1,25;2,45;3,2;2,05
injusto;injust;3,85;1,1;2,45;3,95;3,6
inmaduro;inmadur;2,37;1,83;1,27;2,23;1,47
inmaterial;inmaterial;1,35;2,15;1,55;1,42;1,2
inmediatez;inmediatez;1,3;2,35;1,55;1,1;1,2
inmediato;inmediat;1,21;2,5;1,35;1,55;1,3
inmejorable;inmejor;1,55;3,6;1,4;1,6;1,35
inmemorial;inmemorial;2,17;1,45;1,5;1,21;1,26
inmensa;inmens;1,35;3,25;1,65;1,3;1,35
inmensidad;inmens;1,73;2,67;2;1,1;1,1
inmersión;inmersion;1,45;2,35;1,95;1,4;1,35
inmerso;inmers;1,45;2,2;1,75;1,25;1,16
inmigración;inmigr;2,5;1,75;1,8;2,05;1,2
inmigrante;inmigr;2,55;2,2;1,65;1,55;1,15
inminencia;inminent;1,74;2;1,53;2;1,11
inminente;inminent;1,9;1,6;2;1,9;1,25
inmoral;inmoral;2,83;2,1;1,23;3,07;2,53
inmoralidad;inmoral;3,4;1,3;2,4;3,35;2,75
inmortal;inmortal;1,95;2,95;2;1,55;1,65
inmortalidad;inmortal;2;3;1,95;1,6;1,45
inmóvil;inmovil;2,5;1,15;2,5;2,1;1,55
inmovilidad;inmovil;2,85;1,3;3,25;2,26;2
inmovilismo;inmovil;2,05;1,3;2,55;2,3;1,8
inmueble;inmuebl;1,35;1,75;1,4;1,45;1,2
inmunda;inmund;2,67;1,35;2,06;2,67;3,17
inmune;inmun;1,45;3,4;1,55;1,53;1,25
inmunidad;inmun;1,1;2,4;1,3;1,7;1,2
inmunológico;inmunolog;1,63;1,8;1,5;1,2;1,35
inmutable;inmut;1,9;1,47;1,85;2;1,55
innata;innat;1,05;2,15;1,2;1,5;1,2
innecesario;innecesari;1,95;1,7;1,85;2,3;2
innegable;inneg;1,6;1,95;1,6;2,05;1,75
innoble;innobl;2,94;1,18;1,84;2,78;2,18
innovación;innov;1,3;1,93;3,6;1,07;1,03
innovador;innov;1;3,65;1,3;1,3;1,1
innovadora;innov;1,15;3,5;1,15;1,1;1
innovar;innov;1;3,8;1,5;1,05;1,05
inocencia;inocent;1,45;3,45;1,2;1,45;1,15
inocente;inocent;1,4;1,3;2,1;1,1;1,03
inodoro;inodor;1,03;1,1;1,47;1,03;2,73
inofensivo;inofens;1,45;2,65;1,1;1,3;1,1
inolvidable;inolvid;1,45;3,95;1,7;1,95;1,35
