Word;lexema;tristeza;alegria;miedo;ira;asco;tipoPalabra
fronteriza;fronteriz;2,15;1,85;1,35;2,16;1,26;ADJ
frontón;fronton;1,3;1,55;2,15;1,21;1,2;NOUN
fructífera;fructifer;1,05;1,05;2,94;1,22;1,32;VERB
fruncir;frunc;1,85;1,37;1,45;2,05;2;VERB
frustración;frustracion;3,87;3,43;1,07;3,7;2,27;NOUN
frustrado;frustr;3,03;2,07;1,13;3,07;1,43;ADJ
frustrante;frustrant;3,4;2,55;1,05;3,7;3,05;ADV
frustrar;frustr;3,8;2,89;1,25;3,6;2,6;VERB
fruta;frut;1;1;3,65;1;1,05;NOUN
frutales;frutal;1;1;3,2;1,05;1;ADJ
frutero;fruter;1,15;1,05;2,5;1,05;1,1;NOUN
fruto;frut;1,17;1,13;3;1,03;1,17;NOUN
fucsia;fucsi;1,1;1,1;3,1;1,2;1,05;PROPN
fuego;fueg;1,97;3,87;1,8;2,1;1,43;NOUN
fuel;fuel;1,29;1,57;1,27;1,33;2,27;NOUN
fuelle;fuell;1,41;1,17;1,67;1,08;1,2;NOUN
fuente;fuent;1,05;1,1;2,35;1,05;1,45;NOUN
fuera;fuer;1,84;1,5;2,25;1,6;1,2;ADV
fuere;fuer;1,39;1,24;1,5;1,4;1,12;PROPN
fuero;fuer;1,44;1,41;1,6;2,23;1,37;NOUN
fuerte;fuert;1,13;1,6;2,4;1,37;1,07;ADJ
fuerza;fuerz;1,23;1,93;3,17;1,63;1,17;NOUN
fuga;fug;2,7;2,7;1,4;2,85;1,6;NOUN
fugarse;fug;2,1;2,45;2,15;2,21;1,75;PROPN
fugaz;fugaz;2,3;1,55;2,85;1,3;1,2;PROPN
fugitivo;fugit;1,93;3,3;1,2;2,2;1,7;ADJ
fulano;fulan;2;2,58;1,75;2,3;2,84;PROPN
fular;ful;1,11;1;1,83;1,29;1,33;ADJ
fulgor;fulgor;1,06;1,36;2,53;1,07;1,4;NOUN
fulminante;fulmin;2,6;3,4;1,35;2,4;1,65;ADJ
fuma;fum;2,2;2;1,5;2,5;2,7;PROPN
fumar;fum;3,15;2,35;1,25;2,25;3,6;VERB
función;funcion;1,53;1,63;2,1;1,53;1,5;NOUN
funcional;funcional;1,05;1;2,2;1,05;1,15;ADJ
funcionalidad;funcional;1,1;1,15;2,42;1,3;1;NOUN
funcionamiento;funcion;1,15;1,2;3,05;1,15;1,1;NOUN
funcionar;funcion;1,15;1,2;3;1,1;1,2;VERB
funcionaria;funcionari;1,35;1,3;2,21;1,79;1,4;NOUN
funcionario;funcionari;1,65;1,4;1,75;1,9;1,45;ADJ
funda;fund;1;1;1,5;1,1;1,15;NOUN
fundación;fundacion;1,45;1;2,45;1,15;1,1;NOUN
fundacional;fundacional;1,12;1,11;1,47;1,42;1,22;ADJ
fundador;fundador;1,25;1,2;2;1,3;1,15;NOUN
fundadora;fundador;1;1;2,9;1,15;1,25;NOUN
fundamentación;fundament;1,15;1,05;1,84;1,3;1,15;NOUN
fundamental;fundamental;1,25;1,35;2,35;1,3;1,15;ADJ
fundamentalismo;fundamental;1,53;1,65;1,42;1,63;1,26;NOUN
fundamentalista;fundamental;1,8;1,63;1,55;2,33;1,38;ADJ
fundamentar;fundament;1,2;1,35;2,2;1;1,2;VERB
fundamento;fundament;1,45;1,2;1,5;1;1,16;NOUN
fundar;fund;1,15;1,15;2,21;1,2;1,2;VERB
fundición;fundicion;1,45;1,45;1,42;1,61;1,22;NOUN
fundir;fund;1,2;1,7;2,2;1,15;1,35;VERB
fúnebre;funebr;4,55;3,7;1,15;2,25;2,65;ADJ
funeral;funeral;4,53;3,07;1,1;2,07;1,5;ADJ
funeraria;funerari;4,47;2,67;1,07;1,97;1,87;NOUN
funerario;funerari;3,7;2,65;1;2,5;2,75;NOUN
funesto;funest;3,44;2,82;1,29;2,13;2,14;PROPN
fungir;fung;1,27;1,31;1,73;1,57;1,85;NOUN
furcia;furci;2,73;1,63;1,1;2,3;2,5;NOUN
furgón;furgon;1,3;1,95;1,55;1,35;1,45;PROPN
furgoneta;furgonet;1,53;1,83;2,1;1,4;1,6;PROPN
furia;furi;2,77;3;1,03;4,33;2,53;PROPN
furioso;furios;2,15;2,8;1,2;4;1,8;ADJ
furor;furor;1,42;1,47;2,4;1,58;1,42;NOUN
furtiva;furtiv;2,6;2,65;1,3;2,26;1,67;PROPN
fuselaje;fuselaj;3;2,87;1,42;2,89;2,37;NOUN
fusil;fusil;3;3,86;1,07;3,45;2,9;PROPN
fusilamiento;fusil;4,4;4,3;1;4,65;4;NOUN
fusilar;fusil;4,59;4,66;1,03;4,52;3,66;VERB
fusionar;fusion;1,25;1,25;2,3;1,4;1,3;VERB
futbito;futbit;1,14;1,15;2,4;1,5;1,25;PROPN
fútbol;futbol;1,37;1,27;2,77;2,1;1,43;NOUN
futbolín;futbolin;1,05;1,15;3,05;1,65;1,2;PROPN
futbolista;futbol;1,63;1,33;2,67;2,13;1,8;NOUN
futbolística;futbolist;1,58;1,35;2,35;1,25;1,95;ADJ
futura;futur;1,25;1,6;2,95;1,15;1,25;ADJ
futurista;futur;1,25;1,55;2,7;1,15;1,5;NOUN
futuro;futur;1,87;2,9;3,47;1,63;1,4;NOUN
gabardina;gabardin;1,23;1,23;1,73;1,03;1,13;NOUN
gabinete;gabinet;1,4;1,47;1,55;1,3;1,55;NOUN
gacela;gacel;1,2;1,4;2,33;1,27;1,03;PROPN
gaditana;gaditan;1;1;2,3;1,15;1,24;PROPN
gafas;gaf;1,43;1,1;1,63;1,23;1,13;NOUN
gaita;gait;1,2;1,1;2,16;1,7;1,2;PROPN
gala;gal;1;1,3;3,05;1,1;1,2;NOUN
galáctico;galact;1,1;1,8;2,35;1,25;1,15;PROPN
galán;galan;1,15;1,1;3,2;2,05;2;NOUN
galante;galant;1,2;1,16;1,85;1,2;1,25;ADJ
galantería;galant;1,31;1,32;2,45;1,55;1,89;VERB
galardón;galardon;1,31;1,45;4;1,38;1,28;PROPN
galaxia;galaxi;1,25;1,6;2,6;1,05;1,15;NOUN
galeón;galeon;1,2;1,29;2,06;1,31;1,06;PROPN
galera;galer;1,5;1,47;1,59;1,23;1,19;PROPN
galería;gal;1,05;1,1;2,55;1,1;1,2;NOUN
galés;gales;1;1,16;2,25;1,05;1,12;NOUN
gallardo;gallard;1,31;1,36;2,06;1,53;1,5;PROPN
gallego;galleg;1,15;1,15;2,15;1,15;1,1;PROPN
galleta;gallet;1,15;1,1;3,2;1,05;1,25;PROPN
gallina;gallin;1,3;2,17;1,6;1,37;2,07;PROPN
gallinero;galliner;1,45;1,35;1,95;1,4;2,26;NOUN
gallo;gall;1,15;1,3;1,9;1,55;1,8;NOUN
galo;gal;1;1,15;2,29;1,27;1,2;PROPN
galope;galop;1,2;1,5;2,45;1,35;1,1;PROPN
gama;gam;1,05;1,22;1,85;1,05;1,15;PROPN
gambas;gamb;1,2;1,1;2,95;1,15;1,8;NOUN
gamberro;gamberr;2,37;2,3;1,37;3,03;2,1;NOUN
gamma;gamm;1,42;1,83;1,5;1,33;1,22;NOUN
ganadera;ganader;1,25;1,05;1,9;1,1;1,95;NOUN
ganadería;ganad;1,8;1,35;2,1;1,21;1,85;NOUN
ganadero;ganader;1,21;1,1;1,6;1,15;1,35;NOUN
ganado;gan;1,67;1,63;2,53;1,53;1,57;NOUN
ganador;ganador;1,17;1,3;4,43;1,07;1,13;NOUN
ganadora;ganador;1,4;1,5;4,1;1,4;1,2;ADJ
ganancia;gananci;1;1,1;3,55;1,25;1,4;NOUN
ganancias;gananci;1,17;1,27;3,97;1,2;1,1;NOUN
ganar;gan;1,17;1,33;4,2;1,23;1;VERB
ganchillo;ganchill;1,25;1,2;1,7;1,2;1,3;NOUN
gancho;ganch;1,25;2,11;1,85;1,75;1,5;PROPN
gangrena;gangren;3,39;3,79;1,04;2,29;3,86;NOUN
ganso;gans;1,13;1,67;1,67;1,1;1,27;NOUN
garaje;garaj;1,25;1,65;1,7;1,2;1,5;NOUN
garantía;garant;1,05;1,05;3,25;1,35;1,15;PROPN
garantizar;garantiz;1;1,2;3,55;1,15;1,25;VERB
garbanzos;garbanz;1,25;1;1,8;1,5;1,45;NOUN
gardenia;gardeni;1;1;2,82;1;1;PROPN
garfio;garfi;1,77;2,27;1,33;1,43;1,23;PROPN
garganta;gargant;1,33;1,87;1,43;1,43;1,97;VERB
garra;garr;1,5;2,4;1,55;2,21;1,65;NOUN
garrapata;garrapat;1,67;3,03;1,07;1,9;4,17;PROPN
garrote;garrot;1,7;2,2;1;1,93;1,6;NOUN
garza;garz;1,03;1,34;2,17;1;1,34;PROPN
garzón;garzon;1,46;1,46;2,25;2,13;2,1;PROPN
gas;gas;1,45;3,05;1,15;1,65;1,89;NOUN
gasa;gas;2,15;1,8;1,65;1,6;1,65;VERB
gaseosa;gaseos;1,2;1;2,3;1,8;1,6;ADJ
gaseoso;gaseos;1,3;1,2;1,4;1,5;2,05;PROPN
gasoducto;gasoduct;2;1,92;1,25;1,46;2,06;NOUN
gasoil;gasoil;1,35;2,55;1,45;1,8;2,05;PROPN
gasóleo;gasole;2,05;2,4;1,6;1,45;2,85;NOUN
gasolina;gasolin;1,4;2,5;1,75;1,8;1,85;NOUN
gasolinera;gasoliner;1,25;1,8;1,4;1,75;1,6;PROPN
gasolinero;gasoliner;1,1;1,25;1,55;1,15;1,75;PROPN
gasta;gast;1,63;1,4;1,55;1,88;1,59;ADJ
gastar;gast;2,3;2,55;1,95;2,5;1,65;VERB
gasto;gast;2,43;2,43;1,5;2;1,7;NOUN
gastritis;gastritis;2,5;2,84;1;2,89;3,26;PROPN
gastroenteritis;gastroenteritis;2,7;2,05;1;2,5;4,25;PROPN
gastronomía;gastronom;1;1;3,5;1;1,1;NOUN
gastronómico;gastronom;1,05;1,15;3,5;1,35;1;ADJ
gata;gat;1;1,15;3,1;1,15;1,5;NOUN
gatillo;gatill;2,6;3,1;1,65;2,45;2,3;PROPN
gatito;gatit;1,27;1,33;3,83;1,17;1,27;NOUN
gato;gat;1,23;1,57;3,37;1,13;1,3;NOUN
gaucho;gauch;1,13;1,57;1,93;1,18;1,29;NOUN
gavilán;gavilan;1,2;1,39;1,8;1,22;1,05;NOUN
gaviota;gaviot;1,33;2,2;1,93;1,77;2,87;NOUN
gay;gay;1,05;1;2,9;1;1,3;PROPN
gazpacho;gazpach;1;1;2,85;1;2,45;NOUN
géiser;geis;1,58;2;2,88;1,41;1,31;PROPN
gelatina;gelatin;1,05;1,1;2,65;1,1;1,58;PROPN
gélido;gel;1,93;1,81;1,33;1,26;1,11;ADJ
gema;gem;1,2;1;2,5;1,17;1,1;PROPN
gemelos;gemel;1,1;1,3;2,75;1,1;1;NOUN
gemido;gem;1,6;1,7;2,9;1,5;1,6;ADJ
gemir;gem;1,75;1,4;3,65;1,25;1,4;PROPN
gen;gen;1;1,3;2,42;1,1;1,2;ADV
genealogía;genealog;1,33;1,06;1,94;1,22;1,17;NOUN
generación;gener;1,3;1,2;2,85;1,35;1,2;NOUN
generacional;generacional;1,4;1,25;2,25;1,6;1,4;ADJ
generador;gener;1,3;1,4;1,57;1,33;1,27;NOUN
general;general;1,4;1,2;1,8;1,4;1,35;ADJ
generalidad;general;1,35;1,15;2;1,25;1,45;NOUN
generalísimo;generalisim;2,4;3,2;1,2;3,15;3;PROPN
generalización;generaliz;1,6;1,5;1,8;2,2;1,75;NOUN
generalizar;generaliz;1,75;1,75;1,75;2,16;1,85;VERB
generar;gener;1,25;1,4;2,8;1,15;1,05;VERB
genérico;gener;1,15;1,3;2,1;1,2;1,45;ADJ
género;gener;1,47;1,37;1,47;1,43;1,3;NOUN
generosidad;gener;1,05;1,05;4,05;1,25;1,05;NOUN
generoso;gener;1,17;1,37;4,23;1,13;1;ADJ
genética;genet;1,65;2,05;2,25;1,45;1,2;ADJ
genial;genial;1,03;1,17;4,47;1,03;1;ADJ
genialidad;genial;1,13;1,23;3,87;1,17;1,13;NOUN
genio;geni;1,13;1,4;3,47;1,27;1,13;NOUN
genital;genital;1,05;1,25;2,75;1,1;1,7;PROPN
genitales;genital;1,4;1,3;2,25;1,35;1,8;NOUN
genocidio;genocidi;4,42;4,42;1,15;4,1;4;NOUN
genoma;genom;1,37;1,5;2;1,25;1,11;PROPN
genovés;genoves;1;1,35;1,58;1,16;1;PROPN
gente;gent;1,73;1,87;3,1;1,8;1,83;NOUN
gentil;gentil;1,2;1,15;3;1,05;1,25;ADJ
gentileza;gentilez;1,15;1,1;3,8;1,15;1,45;NOUN
gentilhombre;gentilhombr;1,11;1;2,72;1;1,33;PROPN
gentilicio;gentilici;1,05;1;1,85;1,35;1,4;PROPN
gentío;genti;1,56;1,56;1,68;1,89;2,18;PROPN
genuino;genuin;1,22;1,26;3,41;1,11;1,15;ADV
geografía;geograf;1,45;1,25;1,55;1,35;1,35;NOUN
geográfica;geograf;1,15;1;1,8;1,3;1,2;PROPN
geógrafo;geograf;1,1;1;2,4;1;1,2;PROPN
geología;geolog;1,25;1,05;1,7;1,25;1,6;NOUN
geológica;geolog;1,05;1,1;2;1,1;1,35;ADJ
geológicas;geolog;1,15;1,15;2,1;1,15;1,61;NOUN
geólogo;geolog;1,15;1,15;1,75;1,25;1,05;NOUN
geometría;geometr;1,2;1,2;1,55;1,55;1,7;NOUN
geométrica;geometr;1,2;1,45;1,75;1,4;1,45;ADJ
georgiano;georgian;1,05;1;1,78;1,1;1,25;NOUN
geranio;gerani;1,05;1;2,5;1;1,25;NOUN
gerencia;gerenci;1,5;1,45;1,84;1,76;1,55;PROPN
gerente;gerent;1,53;1,93;1,57;1,6;1,67;NOUN
germánico;german;1,25;1,15;1,65;1,11;1,16;ADJ
germanio;germani;1,27;1,06;1,65;1,2;1,27;ADV
germano;german;1;1,35;1,7;1,26;1,26;PROPN
germen;germ;1,9;2,6;1,16;2,6;3,55;PROPN
gérmenes;germen;1,9;3,37;1,03;1,9;4,13;NOUN
gerontología;gerontolog;1,94;1,4;2,19;1,47;1,77;PROPN
gerundio;gerundi;1;1,15;1,45;1,3;1,25;NOUN
gesta;gest;1,5;1,25;1,8;1,2;1,39;ADJ
gestación;gestacion;1,5;1,63;3;1,42;1,47;NOUN
gestión;gestion;1,41;1,62;1,34;1,38;1,55;NOUN
gestionar;gestion;1,3;1,4;1,75;1,25;1,3;VERB
gesto;gest;1,2;1,3;3;1,6;1,21;NOUN
gestor;gestor;1,45;1,35;1,7;1,45;1,3;NOUN
gestora;gestor;1,15;1,4;2;1,68;1,9;PROPN
gigante;gigant;1,55;2,65;2,85;1,45;1,4;ADV
gigantesco;gigantesc;1;1,63;2,4;1,4;1,25;ADJ
gigoló;gigol;1,45;1,11;2,6;1,5;2,2;VERB
gil;gil;1,15;1,5;1,36;1,54;1,09;PROPN
gimnasia;gimnasi;1,3;1,3;3,25;1,45;1;PROPN
gimnasio;gimnasi;1,37;1,6;2,9;1,63;1,47;PROPN
gimnasta;gimnast;1,2;1,47;2,63;1,2;1,13;VERB
ginebra;ginebr;1,75;1,4;2,85;1,25;2,25;VERB
ginecólogo;ginecolog;1,45;2,35;1,6;1,65;1,95;PROPN
gingivitis;gingivitis;2,44;2,68;1,05;2,63;3,74;NOUN
gira;gir;1;1,2;2,55;1,15;1,15;NOUN
girar;gir;1,1;1,35;1,55;1,2;1,2;VERB
girasol;girasol;1,05;1,05;2,85;1;1;PROPN
giratorio;giratori;1,1;1,81;1,71;1,29;1,19;PROPN
giro;gir;1,23;1,63;1,8;1,17;1,27;NOUN
gitana;gitan;1,55;2;1,65;1,85;2,05;PROPN
gitano;gitan;1,1;1,9;1,55;1,65;1,75;NOUN
glaciación;glaciacion;2,05;2,63;1,8;1,53;1,5;NOUN
glacial;glacial;1,65;1,45;1,58;1,3;1,15;ADJ
glaciar;glaci;1,73;1,8;2,17;1,37;1,17;VERB
gladiolo;gladiol;1;1;2,2;1,08;1,5;PROPN
glamour;glamour;1,27;1,4;3,03;1,3;1,63;NOUN
glándula;glandul;1,1;1,35;1,65;1,2;1,75;NOUN
glaucoma;glaucom;3,67;3,35;1,4;2,67;2,47;PROPN
global;global;1,3;1,35;2,45;1,1;1,45;ADJ
globalización;globaliz;2,05;2;2;1,75;1,58;NOUN
globo;glob;1,17;1,37;3,4;1,07;1;PROPN
globular;globul;1,5;1,42;1,78;1,15;1,71;PROPN
gloria;glori;1,17;1,33;3,9;1,1;1;NOUN
glorieta;gloriet;1;1,3;1,6;1,47;1,5;NOUN
gloriosa;glorios;1,2;1,15;3,4;1,3;1;PROPN
glorioso;glorios;1,1;1,2;3,5;1,4;1,15;ADJ
glucosa;glucos;1,4;1,3;2,2;1,05;1,35;ADJ
glúteo;glute;1,05;1,15;2,55;1,25;1,55;PROPN
gobernabilidad;gobern;2,4;2,15;1,75;2,37;2,37;NOUN
gobernación;gobern;1,9;2,15;1,4;2,6;2,2;NOUN
gobernador;gobern;2,4;2,47;1,33;2,73;2,23;NOUN
gobernadora;gobern;1,5;1,6;2,15;2,15;1,35;NOUN
gobernante;gobern;2,25;2;1,25;1,85;2,15;ADV
gobernar;gobern;2,35;2,3;1,55;2,2;1,95;VERB
gobierno;gobiern;3;2,25;1,25;2,8;2,55;NOUN
goce;goc;1,2;1,33;4,53;1,1;1,1;PROPN
gol;gol;1,25;1,35;3,55;1,6;1,35;NOUN
goleada;gol;1,75;1,45;2,65;1,7;1,4;ADJ
goleador;goleador;1;1,15;2,5;1,25;1,2;NOUN
golf;golf;1,15;1;2,2;1,35;1,1;NOUN
golfista;golfist;1;1,07;1,21;1,25;1,18;ADJ
golfo;golf;1,7;1,63;1,63;1,83;2,03;PROPN
golondrina;golondrin;1,5;1,43;3,03;1,03;1,4;PROPN
golpe;golp;2,5;2,77;1,1;3,03;1,57;NOUN
golpear;golp;2,87;3,3;1,07;4,13;2,53;VERB
golpista;golpist;2,21;2,88;1,17;2,71;2,44;ADJ
goma;gom;1,07;1,07;1,23;1,1;1,13;PROPN
góndola;gondol;1,27;1,17;3;1,03;1,13;PROPN
gonorrea;gonorre;3,4;3,4;1,15;3,05;4,16;PROPN
gordo;gord;2,17;1,3;1,43;1,33;1,43;NOUN
gordura;gordur;2,57;2,13;1,3;1,93;2,13;NOUN
gorila;goril;1,3;2,83;2,5;1,37;1,3;PROPN
gorjear;gorj;1,33;1;1,7;1,38;2;PROPN
gorra;gorr;1;1;1,77;1;1,1;NOUN
gorrino;gorrin;1,16;1,32;1,8;1,84;2,35;NOUN
gorrión;gorrion;1,23;1,47;3,1;1,2;1,17;NOUN
gorriona;gorrion;1,19;1,41;2,05;1,28;1,39;PROPN
gorro;gorr;1,17;1,17;2,17;1,23;1,27;NOUN
gota;got;1,7;1,2;1,63;1,37;1,3;NOUN
goteo;gote;1,5;1,45;1,55;2,1;1,6;NOUN
gótica;gotic;1,65;1,6;1,8;1,55;1,3;NOUN
gótico;gotic;2,05;1,85;2,05;2,1;1,75;ADJ
gozar;goz;1,4;1,47;4,3;1,57;1,37;VERB
gozo;goz;1;1,1;3,95;1,11;1,05;PROPN
gozoso;gozos;1,1;1,3;4,5;1,07;1;ADJ
grabación;grabacion;1,3;1,65;2,6;1,2;1,2;NOUN
grabado;grab;1,3;1,3;2,3;1,15;1,2;ADJ
grabador;grabador;1,15;1,25;1,58;1,2;1,3;NOUN
grabar;grab;1,25;1,45;2,45;1,35;1,05;VERB
gracia;graci;1,07;1;4,2;1,2;1,13;NOUN
gracioso;gracios;1;1,05;4,2;1,2;1,25;ADJ
grada;grad;1,05;1,11;2,15;1,4;1,15;NOUN
gradiente;gradient;1,15;1,37;1,37;1,21;1,17;ADV
grado;grad;1,4;1,9;2,2;1,4;1,4;NOUN
graduación;graduacion;1,45;1,45;4,15;1,3;1,05;NOUN
graduada;gradu;1,1;1,6;4,93;1;1;ADJ
graduado;gradu;1,63;2,27;4,67;1,07;1,03;ADJ
gradual;gradual;1,25;1,5;2,15;1,5;1,3;ADJ
graduar;gradu;1,35;1,47;3,25;1,15;1,05;PROPN
graffiti;graffiti;1,55;1,1;2;1,5;1,55;PROPN
grafía;graf;1,1;1,05;2,15;1,1;1,21;PROPN
gráfica;grafic;1,2;1;1,63;1,3;1,1;VERB
gráfico;grafic;1,27;1,37;1,4;1,17;1,27;ADJ
grafito;grafit;1,16;1,2;1,55;1,37;1,2;PROPN
grafo;graf;1;1,08;1,42;1,29;1,23;NOUN
gramática;gramat;1,15;1,4;1,6;1,45;1,5;PROPN
gramatical;gramatical;1,25;1;1,75;1,45;1,5;ADJ
gramo;gram;1,5;1,5;1,6;1,2;1,3;NOUN
gran;gran;1,16;1,26;2,3;1,2;1,1;ADJ
grana;gran;1,06;1,2;1,93;1,21;1,27;PROPN
granada;gran;2,72;3,17;1,69;2,59;1,79;PROPN
granadina;granadin;1,05;1,15;1,85;1,15;1,21;PROPN
granadino;granadin;1;1;2,58;1,25;1,79;PROPN
granate;granat;1,2;1;2,55;1,3;1,21;PROPN
grande;grand;1,05;1,35;2,9;1,25;1,2;ADJ
grandeza;grandez;1,35;1,45;3,45;1,25;1;NOUN
grandioso;grandios;1,13;1,83;3,87;1,07;1,03;ADJ
grandísimo;grandisim;1,55;1,7;2,68;1,25;1,35;PROPN
granero;graner;1,2;1,42;1,8;1,1;1,45;PROPN
granito;granit;1,3;1,35;1,8;1,1;1,8;NOUN
granizada;graniz;1,25;1,65;2;1,5;1,25;ADJ
granizado;graniz;1,15;1,3;3;1,1;1;ADJ
granizar;graniz;1,55;1,95;2,45;1,45;1,5;VERB
granizo;graniz;1,75;1,75;2,2;1,7;1,5;ADJ
granja;granj;1,3;1,23;2,67;1,2;1,73;PROPN
granjero;granjer;1,23;1,07;2,2;1,07;1,37;PROPN
grano;gran;1,93;1,7;1,07;2;3,13;NOUN
grapadora;grapador;1,03;1,2;1,13;1;1;PROPN
grasa;gras;1,77;1,7;1,1;1,79;3,2;NOUN
grata;grat;1,17;1,17;2,8;1,05;1,18;PROPN
gratificante;gratif;1,05;1;3,65;1,35;1,2;ADJ
gratis;gratis;1,07;1,2;4,33;1,13;1,07;PROPN
gratitud;gratitud;1,05;1;3,8;1,05;1;NOUN
grato;grat;1,05;1;3;1,1;1,1;NOUN
gratuidad;gratuid;1,11;1,33;3,5;1,1;1;NOUN
gratuita;gratuit;1;1,05;3,7;1,05;1;ADJ
grava;grav;1,24;1,44;1,11;1,59;1,3;PROPN
gravar;grav;1,7;1,5;2,05;1,37;1,18;ADJ
grave;grav;4;4,13;1,1;2,8;1,63;ADJ
gravedad;graved;2,8;2,75;1,25;2,05;1,75;NOUN
gravísimo;gravisim;3,35;3,25;1,1;3,4;1,9;ADJ
gravitación;gravit;1;1,26;2,6;1,05;1,2;NOUN
gravitacional;gravitacional;1,05;1,2;1,85;1,3;1,16;ADJ
gravitatorio;gravitatori;1,25;1,11;1,9;1,5;1,2;ADJ
gregoriano;gregorian;1,47;1,74;1,6;1,24;1,59;PROPN
gremial;gremial;1,21;1,39;1,21;1,38;1,22;ADJ
gremio;gremi;1,5;1,5;1,47;1,5;1,45;PROPN
griego;grieg;1,5;1,1;2,5;1;1,1;NOUN
grieta;griet;1,9;2,63;1,07;1,8;1,53;PROPN
grifo;grif;1,05;1,05;1,95;1,1;1,2;NOUN
grillo;grill;1,2;1,5;2,03;1,2;2,23;PROPN
gripe;grip;2,2;2,6;1,05;1,95;3,25;NOUN
gris;gris;2,45;1,5;2,05;1,4;1,4;ADJ
grisáceo;grisace;2,55;1,65;1,83;1,4;1,7;PROPN
grita;grit;2,4;2,65;2,45;2,75;1,85;PROPN
gritar;grit;2;2,75;2,25;3,95;2,2;VERB
gritería;grit;2,73;2,07;1,44;3,22;2,53;NOUN
grito;grit;2,27;3,37;2,17;2,97;1,5;NOUN
gritón;griton;2,4;2,25;1,35;3,9;2,85;NOUN
grosería;gros;2,8;2,2;1,1;3,55;3,05;NOUN
grosero;groser;2,3;2,1;1,1;3,4;3,3;PROPN
grosor;grosor;1,65;1,25;1,95;1,2;1,45;PROPN
grotesco;grotesc;2,2;1,85;1,25;2,95;2,6;ADJ
grúa;gru;1,2;2,05;1,21;1,89;1,15;NOUN
grueso;grues;1,47;1,5;1,3;1,37;1,53;NOUN
grulla;grull;1,17;1,33;1,89;1,44;1,26;PROPN
gruñido;gruñ;2,1;2,85;1,55;3,25;1,8;ADJ
gruñir;gruñ;2,35;2,3;1,05;2,8;1,75;VERB
grupal;grupal;1,15;1,45;2,45;1,25;1,4;ADJ
grupo;grup;1,15;1,4;3,2;1,35;1,25;NOUN
gruta;grut;1,11;1,53;1,56;1,4;1,5;PROPN
guacamayo;guacamay;1;1,1;1,9;1,05;1,45;PROPN
guadaña;guadañ;2,04;3,2;1,16;1,56;1,44;PROPN
guagua;guagu;1,06;1,18;2,63;1,11;1,43;PROPN
guante;guant;1,23;1,2;1,87;1,13;1,37;ADV
guantes;guant;1,13;1,07;2;1,1;1,43;NOUN
guapa;guap;1,17;1,2;4;1,17;1,13;ADJ
guapo;guap;1,13;1,27;3,77;1,17;1,07;ADJ
guaraná;guaran;1,06;1;2,36;1,12;1,13;PROPN
guarda;guard;1,32;1,6;1,95;1,5;1,25;VERB
guardaespaldas;guardaespald;1,43;2,17;1,27;1,6;1,27;NOUN
guardameta;guardamet;1,11;1;2,05;1,28;1,29;NOUN
guardar;guard;1,3;1,15;2,95;1,25;1,15;VERB
guardería;guard;1,27;1,3;3,53;1,13;1,17;NOUN
guardia;guardi;1,37;1,87;1,57;1,8;1,67;NOUN
guardián;guardian;1,27;1,73;2,27;1,4;1,13;NOUN
guardiana;guardian;1,2;1,4;2;1,25;1,15;NOUN
guarida;guar;2;2,05;2,8;1,25;1,45;NOUN
guarnición;guarnicion;1;1,11;2,5;1,25;1,3;NOUN
guatemalteco;guatemaltec;1;1,27;1,89;1,27;1,8;NOUN
gubernamental;gubernamental;1,76;1,4;1,8;2,15;1,8;ADJ
guepardo;guepard;1,05;2,3;2,74;1,35;1,05;NOUN
guerra;guerr;4,43;4,37;1,13;4,37;3,03;NOUN
guerrera;guerrer;2,35;2,45;3;2,65;1,5;PROPN
guerrero;guerrer;2,2;2,83;2;2,9;1,7;NOUN
guerrilla;guerrill;2,95;2,85;1,2;3,1;2,55;PROPN
guerrillero;guerriller;2,35;2,95;1,45;3,05;2,1;PROPN
gueto;guet;3,06;2,71;1,22;3,07;2;NOUN
guía;gui;1;1;2,5;1,25;1;PROPN
guiar;gui;1,3;1,5;2,7;1,35;1,15;VERB
guillotina;guillotin;3,66;4,14;1,1;3,45;2,66;PROPN
guindilla;guindill;1,35;1,8;1,68;1,35;1,9;PROPN
guindo;guind;1;1,09;1,46;1,08;1,38;VERB
guiño;guiñ;1,13;1,17;3,2;1,27;1,4;PROPN
guión;guion;1,47;1,73;2,87;1,5;1,13;NOUN
guionista;guionist;1,15;1,15;2,7;1,4;1,3;NOUN
guipuzcoana;guipuzcoan;1,21;1,05;1,89;1,12;1,17;PROPN
guirnalda;guirnald;1,06;1;2,89;1,05;1,2;NOUN
guisa;guis;1,32;1,33;2,13;1,44;1,28;PROPN
guisantes;guisant;1,15;1,21;1,55;1,35;1,9;NOUN
guiso;guis;1,5;1;2,79;1,2;1,3;NOUN
guitarra;guitarr;1,4;1,05;3,25;1;1;PROPN
guitarrista;guitarr;1,35;1,15;3,55;1,05;1;ADJ
gusano;gusan;1,5;2,33;1,4;1,53;3,8;PROPN
gustar;gust;1,17;1,6;4,43;1,2;1,17;VERB
gusto;gust;1,05;1,1;3,3;1,1;1,05;NOUN
gustoso;gustos;1,2;1,1;4,2;1;1,15;ADJ
habas;hab;1,06;1,06;1,45;1,15;1,68;NOUN
haber;hab;1,3;1,1;2,4;1,15;1;AUX
hábil;habil;1,3;1,15;3,3;1,05;1;ADJ
